start_time,Occupancy,co2,humidity,temp
2024-01-19 22:00:00.000 +0000,1,533,30,18
2024-01-19 23:00:00.000 +0000,1,520,30,18
2024-01-20 00:00:00.000 +0000,0,509,28,20
2024-01-20 01:00:00.000 +0000,1,499,28,18
2024-01-20 02:00:00.000 +0000,1,491,30,18
2024-01-20 03:00:00.000 +0000,1,482,30,18
2024-01-20 04:00:00.000 +0000,1,479,30,18
2024-01-20 05:00:00.000 +0000,0,474,29,20
2024-01-20 06:00:00.000 +0000,1,474,29,20
2024-01-20 07:00:00.000 +0000,1,474,31,20
2024-01-20 08:00:00.000 +0000,0,471,31,20
2024-01-20 09:00:00.000 +0000,1,472,31,20
2024-01-20 10:00:00.000 +0000,1,470,30,20
2024-01-20 11:00:00.000 +0000,1,477,30,20
2024-01-20 12:00:00.000 +0000,0,479,30,20
2024-01-20 13:00:00.000 +0000,0,486,33,21
2024-01-20 14:00:00.000 +0000,1,494,31,19
2024-01-20 15:00:00.000 +0000,1,492,33,21
2024-01-20 16:00:00.000 +0000,1,488,34,19
2024-01-20 17:00:00.000 +0000,1,480,32,21
2024-01-20 18:00:00.000 +0000,1,475,32,21
2024-01-20 19:00:00.000 +0000,1,473,35,19
2024-01-20 20:00:00.000 +0000,1,467,35,19
2024-01-20 21:00:00.000 +0000,0,467,33,20
2024-01-20 22:00:00.000 +0000,1,463,33,18
2024-01-20 23:00:00.000 +0000,1,458,36,18
2024-01-21 00:00:00.000 +0000,0,456,34,20
2024-01-21 01:00:00.000 +0000,1,452,37,18
2024-01-21 02:00:00.000 +0000,0,455,36,20
2024-01-21 03:00:00.000 +0000,0,454,38,18
2024-01-21 04:00:00.000 +0000,1,451,39,18
2024-01-21 05:00:00.000 +0000,0,449,38,20
2024-01-21 06:00:00.000 +0000,1,446,41,20
2024-01-21 07:00:00.000 +0000,1,448,41,20
2024-01-21 08:00:00.000 +0000,1,449,39,18
2024-01-21 09:00:00.000 +0000,1,450,39,20
2024-01-21 10:00:00.000 +0000,0,478,40,21
2024-01-21 11:00:00.000 +0000,2,517,42,19
2024-01-21 12:00:00.000 +0000,0,530,42,19
2024-01-21 13:00:00.000 +0000,0,542,42,21
2024-01-21 14:00:00.000 +0000,2,511,40,21
2024-01-21 15:00:00.000 +0000,0,483,42,19
2024-01-21 16:00:00.000 +0000,0,471,43,21
2024-01-21 17:00:00.000 +0000,0,463,41,19
2024-01-21 18:00:00.000 +0000,1,457,42,21
2024-01-21 19:00:00.000 +0000,0,452,42,19
2024-01-21 20:00:00.000 +0000,1,451,45,21
2024-01-21 21:00:00.000 +0000,0,447,46,21
2024-01-21 22:00:00.000 +0000,0,444,45,21
2024-01-21 23:00:00.000 +0000,0,443,46,21
2024-01-22 00:00:00.000 +0000,1,441,48,21
2024-01-22 01:00:00.000 +0000,0,438,48,19
2024-01-22 02:00:00.000 +0000,1,440,48,18
2024-01-22 03:00:00.000 +0000,1,440,48,20
2024-01-22 04:00:00.000 +0000,1,441,48,18
2024-01-22 05:00:00.000 +0000,1,443,46,18
2024-01-22 06:00:00.000 +0000,1,445,45,18
2024-01-22 07:00:00.000 +0000,1,447,46,20
2024-01-22 08:00:00.000 +0000,2,452,42,20
2024-01-22 09:00:00.000 +0000,7,595,44,21
2024-01-22 10:00:00.000 +0000,23,768,42,22
2024-01-22 11:00:00.000 +0000,21,787,44,22
2024-01-22 12:00:00.000 +0000,10,687,41,20
2024-01-22 13:00:00.000 +0000,18,762,41,20
2024-01-22 14:00:00.000 +0000,14,884,44,23
2024-01-22 15:00:00.000 +0000,15,854,41,23
2024-01-22 16:00:00.000 +0000,12,806,40,21
2024-01-22 17:00:00.000 +0000,4,720,42,21
2024-01-22 18:00:00.000 +0000,1,666,40,20
2024-01-22 19:00:00.000 +0000,0,601,42,20
2024-01-22 20:00:00.000 +0000,0,564,40,20
2024-01-22 21:00:00.000 +0000,0,537,40,21
2024-01-22 22:00:00.000 +0000,1,520,39,19
2024-01-22 23:00:00.000 +0000,0,507,39,21
2024-01-23 00:00:00.000 +0000,1,499,39,19
2024-01-23 01:00:00.000 +0000,0,488,39,19
2024-01-23 02:00:00.000 +0000,0,482,39,21
2024-01-23 03:00:00.000 +0000,1,478,39,18
2024-01-23 04:00:00.000 +0000,0,479,41,20
2024-01-23 05:00:00.000 +0000,0,478,40,20
2024-01-23 06:00:00.000 +0000,1,473,43,18
2024-01-23 07:00:00.000 +0000,0,470,40,19
2024-01-23 08:00:00.000 +0000,2,473,42,22
2024-01-23 09:00:00.000 +0000,14,585,44,22
2024-01-23 10:00:00.000 +0000,15,805,47,20
2024-01-23 11:00:00.000 +0000,18,840,49,21
2024-01-23 12:00:00.000 +0000,11,883,48,23
2024-01-23 13:00:00.000 +0000,14,849,53,23
2024-01-23 14:00:00.000 +0000,6,836,51,24
2024-01-23 15:00:00.000 +0000,6,737,53,22
2024-01-23 16:00:00.000 +0000,3,640,53,23
2024-01-23 17:00:00.000 +0000,3,611,52,21
2024-01-23 18:00:00.000 +0000,2,600,50,23
2024-01-23 19:00:00.000 +0000,2,543,53,23
2024-01-23 20:00:00.000 +0000,0,512,53,21
2024-01-23 21:00:00.000 +0000,1,491,50,22
2024-01-23 22:00:00.000 +0000,1,478,50,22
2024-01-23 23:00:00.000 +0000,1,470,52,22
2024-01-24 00:00:00.000 +0000,1,454,49,20
2024-01-24 01:00:00.000 +0000,0,451,47,21
2024-01-24 02:00:00.000 +0000,1,446,47,19
2024-01-24 03:00:00.000 +0000,1,446,48,19
2024-01-24 04:00:00.000 +0000,0,447,48,21
2024-01-24 05:00:00.000 +0000,0,449,46,20
2024-01-24 06:00:00.000 +0000,1,453,48,19
2024-01-24 07:00:00.000 +0000,1,453,44,21
2024-01-24 08:00:00.000 +0000,2,454,45,22
2024-01-24 09:00:00.000 +0000,4,579,46,22
2024-01-24 10:00:00.000 +0000,8,699,46,20
2024-01-24 11:00:00.000 +0000,13,779,44,21
2024-01-24 12:00:00.000 +0000,10,809,44,21
2024-01-24 13:00:00.000 +0000,4,657,44,21
2024-01-24 14:00:00.000 +0000,3,621,46,21
2024-01-24 15:00:00.000 +0000,3,613,44,23
2024-01-24 16:00:00.000 +0000,0,568,46,23
2024-01-24 17:00:00.000 +0000,2,530,46,21
2024-01-24 18:00:00.000 +0000,2,516,46,22
2024-01-24 19:00:00.000 +0000,0,502,44,22
2024-01-24 20:00:00.000 +0000,2,494,46,20
2024-01-24 21:00:00.000 +0000,1,486,44,22
2024-01-24 22:00:00.000 +0000,0,482,44,20
2024-01-24 23:00:00.000 +0000,0,477,46,20
2024-01-25 00:00:00.000 +0000,,472,44,20
2024-01-25 01:00:00.000 +0000,,471,46,19
2024-01-25 02:00:00.000 +0000,,468,46,19
2024-01-25 03:00:00.000 +0000,,465,46,19
2024-01-25 04:00:00.000 +0000,,465,46,21
2024-01-25 05:00:00.000 +0000,,463,47,19
2024-01-25 06:00:00.000 +0000,,464,46,21
2024-01-25 07:00:00.000 +0000,,468,45,22
2024-01-25 08:00:00.000 +0000,0,478,47,22
2024-01-25 09:00:00.000 +0000,4,571,48,21
2024-01-25 10:00:00.000 +0000,9,717,49,23
2024-01-25 11:00:00.000 +0000,6,835,47,21
2024-01-25 12:00:00.000 +0000,13,801,47,22
2024-01-25 13:00:00.000 +0000,12,813,50,24
2024-01-25 14:00:00.000 +0000,16,847,50,22
2024-01-25 15:00:00.000 +0000,8,768,47,22
2024-01-25 16:00:00.000 +0000,6,704,47,24
2024-01-25 17:00:00.000 +0000,3,649,47,24
2024-01-25 18:00:00.000 +0000,3,641,48,24
2024-01-25 19:00:00.000 +0000,6,565,51,23
2024-01-25 20:00:00.000 +0000,0,513,51,21
2024-01-25 21:00:00.000 +0000,,495,50,22
2024-01-25 22:00:00.000 +0000,,481,50,22
2024-01-25 23:00:00.000 +0000,,474,52,22
2024-01-26 00:00:00.000 +0000,0,460,53,22
2024-01-26 01:00:00.000 +0000,,452,51,20
2024-01-26 02:00:00.000 +0000,,448,51,19
2024-01-26 03:00:00.000 +0000,,447,51,19
2024-01-26 04:00:00.000 +0000,,451,50,21
2024-01-26 05:00:00.000 +0000,,452,47,20
2024-01-26 06:00:00.000 +0000,,452,47,21
2024-01-26 07:00:00.000 +0000,,456,43,21
2024-01-26 08:00:00.000 +0000,1,462,43,22
2024-01-26 09:00:00.000 +0000,2,545,42,20
2024-01-26 10:00:00.000 +0000,11,657,39,20
2024-01-26 11:00:00.000 +0000,9,707,41,21
2024-01-26 12:00:00.000 +0000,8,664,39,23
2024-01-26 13:00:00.000 +0000,5,653,38,23
2024-01-26 14:00:00.000 +0000,7,657,35,21
2024-01-26 15:00:00.000 +0000,2,614,35,21
2024-01-26 16:00:00.000 +0000,0,556,35,21
2024-01-26 17:00:00.000 +0000,0,515,37,23
2024-01-26 18:00:00.000 +0000,1,503,36,20
2024-01-26 19:00:00.000 +0000,0,496,36,20
2024-01-26 20:00:00.000 +0000,1,491,36,22
2024-01-26 21:00:00.000 +0000,,491,38,20
2024-01-26 22:00:00.000 +0000,,495,36,19
2024-01-26 23:00:00.000 +0000,,503,36,21
2024-01-27 00:00:00.000 +0000,,505,38,21
2024-01-27 01:00:00.000 +0000,,502,36,20
2024-01-27 02:00:00.000 +0000,,496,38,20
2024-01-27 03:00:00.000 +0000,,494,36,20
2024-01-27 04:00:00.000 +0000,,488,38,18
2024-01-27 05:00:00.000 +0000,,492,36,17
2024-01-27 06:00:00.000 +0000,,491,36,17
2024-01-27 07:00:00.000 +0000,,495,36,19
2024-01-27 08:00:00.000 +0000,,506,38,17
2024-01-27 09:00:00.000 +0000,,514,37,18
2024-01-27 10:00:00.000 +0000,,550,37,20
2024-01-27 11:00:00.000 +0000,,578,38,18
2024-01-27 12:00:00.000 +0000,,546,39,20
2024-01-27 13:00:00.000 +0000,,513,39,18
2024-01-27 14:00:00.000 +0000,,505,38,20
2024-01-27 15:00:00.000 +0000,,506,40,20
2024-01-27 16:00:00.000 +0000,,506,38,18
2024-01-27 17:00:00.000 +0000,,496,40,20
2024-01-27 18:00:00.000 +0000,,488,40,20
2024-01-27 19:00:00.000 +0000,,482,39,20
2024-01-27 20:00:00.000 +0000,1,478,39,18
2024-01-27 21:00:00.000 +0000,0,474,39,18
2024-01-27 22:00:00.000 +0000,0,468,39,18
2024-01-27 23:00:00.000 +0000,1,464,42,19
2024-01-28 00:00:00.000 +0000,1,465,42,19
2024-01-28 01:00:00.000 +0000,0,461,40,19
2024-01-28 02:00:00.000 +0000,0,459,41,19
2024-01-28 03:00:00.000 +0000,0,454,43,17
2024-01-28 04:00:00.000 +0000,1,458,43,17
2024-01-28 05:00:00.000 +0000,0,458,41,17
2024-01-28 06:00:00.000 +0000,0,455,41,17
2024-01-28 07:00:00.000 +0000,1,456,43,19
2024-01-28 08:00:00.000 +0000,0,458,41,19
2024-01-28 09:00:00.000 +0000,1,459,43,17
2024-01-28 10:00:00.000 +0000,0,495,43,20
2024-01-28 11:00:00.000 +0000,1,564,44,18
2024-01-28 12:00:00.000 +0000,3,570,44,18
2024-01-28 13:00:00.000 +0000,1,584,45,18
2024-01-28 14:00:00.000 +0000,1,595,46,20
2024-01-28 15:00:00.000 +0000,1,569,46,18
2024-01-28 16:00:00.000 +0000,1,539,45,18
2024-01-28 17:00:00.000 +0000,1,519,47,20
2024-01-28 18:00:00.000 +0000,3,516,48,18
2024-01-28 19:00:00.000 +0000,1,518,46,20
2024-01-28 20:00:00.000 +0000,3,520,48,20
2024-01-28 21:00:00.000 +0000,0,515,48,18
2024-01-28 22:00:00.000 +0000,0,513,47,20
2024-01-28 23:00:00.000 +0000,1,516,47,20
2024-01-29 00:00:00.000 +0000,0,512,47,20
2024-01-29 01:00:00.000 +0000,1,494,50,20
2024-01-29 02:00:00.000 +0000,0,489,48,20
2024-01-29 03:00:00.000 +0000,,485,50,18
2024-01-29 04:00:00.000 +0000,,481,49,18
2024-01-29 05:00:00.000 +0000,,485,49,18
2024-01-29 06:00:00.000 +0000,,492,51,18
2024-01-29 07:00:00.000 +0000,,477,50,19
2024-01-29 08:00:00.000 +0000,,476,48,19
2024-01-29 09:00:00.000 +0000,1,629,51,22
2024-01-29 10:00:00.000 +0000,19,807,53,20
2024-01-29 11:00:00.000 +0000,,853,50,21
2024-01-29 12:00:00.000 +0000,,771,52,23
2024-01-29 13:00:00.000 +0000,,822,52,21
2024-01-29 14:00:00.000 +0000,17,890,50,21
2024-01-29 15:00:00.000 +0000,20,979,51,23
2024-01-29 16:00:00.000 +0000,9,953,52,24
2024-01-29 17:00:00.000 +0000,3,800,51,21
2024-01-29 18:00:00.000 +0000,0,695,51,21
2024-01-29 19:00:00.000 +0000,2,677,52,20
2024-01-29 20:00:00.000 +0000,0,602,49,22
2024-01-29 21:00:00.000 +0000,1,562,49,20
2024-01-29 22:00:00.000 +0000,0,537,51,20
2024-01-29 23:00:00.000 +0000,1,518,51,22
2024-01-30 00:00:00.000 +0000,1,495,51,22
2024-01-30 01:00:00.000 +0000,0,475,50,19
2024-01-30 02:00:00.000 +0000,0,471,47,21
2024-01-30 03:00:00.000 +0000,1,466,46,18
2024-01-30 04:00:00.000 +0000,1,465,48,20
2024-01-30 05:00:00.000 +0000,1,467,46,20
2024-01-30 06:00:00.000 +0000,1,471,47,20
2024-01-30 07:00:00.000 +0000,1,474,43,19
2024-01-30 08:00:00.000 +0000,2,480,42,19
2024-01-30 09:00:00.000 +0000,12,608,42,19
2024-01-30 10:00:00.000 +0000,14,832,45,22
2024-01-30 11:00:00.000 +0000,14,930,43,22
2024-01-30 12:00:00.000 +0000,11,898,44,20
2024-01-30 13:00:00.000 +0000,14,952,43,23
2024-01-30 14:00:00.000 +0000,19,991,39,23
2024-01-30 15:00:00.000 +0000,15,896,37,21
2024-01-30 16:00:00.000 +0000,11,842,36,23
2024-01-30 17:00:00.000 +0000,6,810,36,21
2024-01-30 18:00:00.000 +0000,,829,39,22
2024-01-30 19:00:00.000 +0000,,737,39,22
2024-01-30 20:00:00.000 +0000,,674,39,19
2024-01-30 21:00:00.000 +0000,,631,38,19
2024-01-30 22:00:00.000 +0000,,603,38,21
2024-01-30 23:00:00.000 +0000,,580,38,21
2024-01-31 00:00:00.000 +0000,,561,36,21
2024-01-31 01:00:00.000 +0000,,533,35,20
2024-01-31 02:00:00.000 +0000,,525,37,20
2024-01-31 03:00:00.000 +0000,,521,35,18
2024-01-31 04:00:00.000 +0000,,523,35,20
2024-01-31 05:00:00.000 +0000,,532,36,18
2024-01-31 06:00:00.000 +0000,,539,34,18
2024-01-31 07:00:00.000 +0000,,535,36,21
2024-01-31 08:00:00.000 +0000,,525,36,21
2024-01-31 09:00:00.000 +0000,5,651,37,19
2024-01-31 10:00:00.000 +0000,7,777,35,22
2024-01-31 11:00:00.000 +0000,6,862,37,20
2024-01-31 12:00:00.000 +0000,2,836,40,22
2024-01-31 13:00:00.000 +0000,2,741,38,20
2024-01-31 14:00:00.000 +0000,0,673,39,20
2024-01-31 15:00:00.000 +0000,1,615,43,20
2024-01-31 16:00:00.000 +0000,3,577,42,22
2024-01-31 17:00:00.000 +0000,3,569,42,22
2024-01-31 18:00:00.000 +0000,3,568,45,20
2024-01-31 19:00:00.000 +0000,2,543,45,22
2024-01-31 20:00:00.000 +0000,0,524,44,22
2024-01-31 21:00:00.000 +0000,1,512,44,19
2024-01-31 22:00:00.000 +0000,1,499,46,21
2024-01-31 23:00:00.000 +0000,1,496,45,19
2024-02-01 00:00:00.000 +0000,1,490,44,19
2024-02-01 01:00:00.000 +0000,0,487,44,19
2024-02-01 02:00:00.000 +0000,1,482,45,19
2024-02-01 03:00:00.000 +0000,1,481,45,19
2024-02-01 04:00:00.000 +0000,0,482,44,21
2024-02-01 05:00:00.000 +0000,1,490,44,18
2024-02-01 06:00:00.000 +0000,0,499,40,21
2024-02-01 07:00:00.000 +0000,1,502,38,19
2024-02-01 08:00:00.000 +0000,2,512,37,19
2024-02-01 09:00:00.000 +0000,10,616,37,20
2024-02-01 10:00:00.000 +0000,18,808,39,20
2024-02-01 11:00:00.000 +0000,15,907,39,21
2024-02-01 12:00:00.000 +0000,15,868,37,23
2024-02-01 13:00:00.000 +0000,12,828,36,21
2024-02-01 14:00:00.000 +0000,12,760,38,21
2024-02-01 15:00:00.000 +0000,10,771,37,23
2024-02-01 16:00:00.000 +0000,8,728,36,21
2024-02-01 17:00:00.000 +0000,2,623,34,21
2024-02-01 18:00:00.000 +0000,2,583,35,20
2024-02-01 19:00:00.000 +0000,2,549,35,20
2024-02-01 20:00:00.000 +0000,0,535,36,22
2024-02-01 21:00:00.000 +0000,1,528,38,22
2024-02-01 22:00:00.000 +0000,0,516,36,19
2024-02-01 23:00:00.000 +0000,0,506,39,21
2024-02-02 00:00:00.000 +0000,0,496,40,21
2024-02-02 01:00:00.000 +0000,1,485,41,19
2024-02-02 02:00:00.000 +0000,1,481,42,21
2024-02-02 03:00:00.000 +0000,1,476,43,21
2024-02-02 04:00:00.000 +0000,0,469,45,19
2024-02-02 05:00:00.000 +0000,0,471,46,20
2024-02-02 06:00:00.000 +0000,2,474,44,19
2024-02-02 07:00:00.000 +0000,2,473,44,19
2024-02-02 08:00:00.000 +0000,3,472,44,19
2024-02-02 09:00:00.000 +0000,9,585,45,22
2024-02-02 10:00:00.000 +0000,12,687,48,20
2024-02-02 11:00:00.000 +0000,11,710,47,22
2024-02-02 12:00:00.000 +0000,8,676,49,20
2024-02-02 13:00:00.000 +0000,10,662,48,20
2024-02-02 14:00:00.000 +0000,7,671,50,22
2024-02-02 15:00:00.000 +0000,7,642,50,20
2024-02-02 16:00:00.000 +0000,7,589,50,22
2024-02-02 17:00:00.000 +0000,3,544,50,20
2024-02-02 18:00:00.000 +0000,3,516,48,20
2024-02-02 19:00:00.000 +0000,5,499,48,20
2024-02-02 20:00:00.000 +0000,5,490,48,20
2024-02-02 21:00:00.000 +0000,0,480,51,19
2024-02-02 22:00:00.000 +0000,0,476,49,21
2024-02-02 23:00:00.000 +0000,0,472,49,19
2024-02-03 00:00:00.000 +0000,0,468,51,21
2024-02-03 01:00:00.000 +0000,0,468,51,21
2024-02-03 02:00:00.000 +0000,1,465,51,19
2024-02-03 03:00:00.000 +0000,0,463,51,21
2024-02-03 04:00:00.000 +0000,0,463,52,21
2024-02-03 05:00:00.000 +0000,1,461,52,21
2024-02-03 06:00:00.000 +0000,1,461,52,21
2024-02-03 07:00:00.000 +0000,1,457,52,21
2024-02-03 08:00:00.000 +0000,1,458,52,21
2024-02-03 09:00:00.000 +0000,0,460,50,21
2024-02-03 10:00:00.000 +0000,2,526,52,19
2024-02-03 11:00:00.000 +0000,6,668,53,21
2024-02-03 12:00:00.000 +0000,0,662,53,22
2024-02-03 13:00:00.000 +0000,1,579,51,21
2024-02-03 14:00:00.000 +0000,1,557,53,20
2024-02-03 15:00:00.000 +0000,0,536,51,20
2024-02-03 16:00:00.000 +0000,1,518,53,21
2024-02-03 17:00:00.000 +0000,0,500,53,21
2024-02-03 18:00:00.000 +0000,0,494,51,21
2024-02-03 19:00:00.000 +0000,1,487,51,19
2024-02-03 20:00:00.000 +0000,1,480,53,21
2024-02-03 21:00:00.000 +0000,1,475,53,19
2024-02-03 22:00:00.000 +0000,0,473,53,21
2024-02-03 23:00:00.000 +0000,0,469,51,19
2024-02-04 00:00:00.000 +0000,0,467,54,21
2024-02-04 01:00:00.000 +0000,1,464,54,20
2024-02-04 02:00:00.000 +0000,0,462,54,20
2024-02-04 03:00:00.000 +0000,0,457,52,20
2024-02-04 04:00:00.000 +0000,1,458,52,20
2024-02-04 05:00:00.000 +0000,0,456,53,18
2024-02-04 06:00:00.000 +0000,1,455,55,18
2024-02-04 07:00:00.000 +0000,1,454,55,20
2024-02-04 08:00:00.000 +0000,0,457,53,20
2024-02-04 09:00:00.000 +0000,1,457,54,20
2024-02-04 10:00:00.000 +0000,0,462,54,18
2024-02-04 11:00:00.000 +0000,0,470,55,19
2024-02-04 12:00:00.000 +0000,0,472,52,19
2024-02-04 13:00:00.000 +0000,1,471,52,19
2024-02-04 14:00:00.000 +0000,1,465,52,21
2024-02-04 15:00:00.000 +0000,1,465,52,21
2024-02-04 16:00:00.000 +0000,0,463,54,21
2024-02-04 17:00:00.000 +0000,0,457,54,19
2024-02-04 18:00:00.000 +0000,1,459,52,21
2024-02-04 19:00:00.000 +0000,0,460,52,21
2024-02-04 20:00:00.000 +0000,0,458,53,21
2024-02-04 21:00:00.000 +0000,0,457,51,20
2024-02-04 22:00:00.000 +0000,0,458,53,18
2024-02-04 23:00:00.000 +0000,0,455,53,20
2024-02-05 00:00:00.000 +0000,0,454,50,20
2024-02-05 01:00:00.000 +0000,1,455,50,18
2024-02-05 02:00:00.000 +0000,1,454,50,18
2024-02-05 03:00:00.000 +0000,1,455,49,20
2024-02-05 04:00:00.000 +0000,0,452,49,20
2024-02-05 05:00:00.000 +0000,1,456,50,18
2024-02-05 06:00:00.000 +0000,0,455,51,20
2024-02-05 07:00:00.000 +0000,2,457,50,21
2024-02-05 08:00:00.000 +0000,3,462,50,19
2024-02-05 09:00:00.000 +0000,14,612,50,19
2024-02-05 10:00:00.000 +0000,16,864,51,22
2024-02-05 11:00:00.000 +0000,16,945,52,20
2024-02-05 12:00:00.000 +0000,13,913,50,20
2024-02-05 13:00:00.000 +0000,20,1000,51,21
2024-02-05 14:00:00.000 +0000,15,1015,50,23
2024-02-05 15:00:00.000 +0000,11,994,50,23
2024-02-05 16:00:00.000 +0000,10,1034,50,21
2024-02-05 17:00:00.000 +0000,1,867,47,21
2024-02-05 18:00:00.000 +0000,0,725,48,20
2024-02-05 19:00:00.000 +0000,0,618,47,22
2024-02-05 20:00:00.000 +0000,0,565,49,20
2024-02-05 21:00:00.000 +0000,1,539,49,22
2024-02-05 22:00:00.000 +0000,0,517,50,19
2024-02-05 23:00:00.000 +0000,0,500,48,21
2024-02-06 00:00:00.000 +0000,0,488,51,19
2024-02-06 01:00:00.000 +0000,0,478,49,19
2024-02-06 02:00:00.000 +0000,1,471,49,19
2024-02-06 03:00:00.000 +0000,0,468,52,19
2024-02-06 04:00:00.000 +0000,0,459,52,21
2024-02-06 05:00:00.000 +0000,0,459,51,18
2024-02-06 06:00:00.000 +0000,0,459,51,20
2024-02-06 07:00:00.000 +0000,2,458,52,19
2024-02-06 08:00:00.000 +0000,1,461,49,21
2024-02-06 09:00:00.000 +0000,12,596,52,20
2024-02-06 10:00:00.000 +0000,15,800,53,22
2024-02-06 11:00:00.000 +0000,17,821,53,20
2024-02-06 12:00:00.000 +0000,21,837,53,22
2024-02-06 13:00:00.000 +0000,22,973,52,23
2024-02-06 14:00:00.000 +0000,19,980,54,21
2024-02-06 15:00:00.000 +0000,16,997,51,21
2024-02-06 16:00:00.000 +0000,11,1013,52,23
2024-02-06 17:00:00.000 +0000,2,865,54,23
2024-02-06 18:00:00.000 +0000,2,772,54,23
2024-02-06 19:00:00.000 +0000,2,673,52,22
2024-02-06 20:00:00.000 +0000,0,612,54,20
2024-02-06 21:00:00.000 +0000,0,579,52,22
2024-02-06 22:00:00.000 +0000,1,555,54,22
2024-02-06 23:00:00.000 +0000,1,536,54,20
2024-02-07 00:00:00.000 +0000,0,516,54,22
2024-02-07 01:00:00.000 +0000,0,495,53,20
2024-02-07 02:00:00.000 +0000,0,482,50,21
2024-02-07 03:00:00.000 +0000,0,479,51,19
2024-02-07 04:00:00.000 +0000,0,472,49,19
2024-02-07 05:00:00.000 +0000,1,471,50,21
2024-02-07 06:00:00.000 +0000,2,474,46,19
2024-02-07 07:00:00.000 +0000,0,476,47,21
2024-02-07 08:00:00.000 +0000,2,486,45,20
2024-02-07 09:00:00.000 +0000,10,677,43,22
2024-02-07 10:00:00.000 +0000,14,845,44,23
2024-02-07 11:00:00.000 +0000,14,868,43,21
2024-02-07 12:00:00.000 +0000,18,930,42,21
2024-02-07 13:00:00.000 +0000,,949,42,23
2024-02-07 14:00:00.000 +0000,,963,41,24
2024-02-07 15:00:00.000 +0000,15,888,40,24
2024-02-07 16:00:00.000 +0000,12,758,39,22
2024-02-07 17:00:00.000 +0000,6,747,39,24
2024-02-07 18:00:00.000 +0000,7,767,39,23
2024-02-07 19:00:00.000 +0000,4,748,37,21
2024-02-07 20:00:00.000 +0000,4,688,39,23
2024-02-07 21:00:00.000 +0000,0,639,39,22
2024-02-07 22:00:00.000 +0000,1,609,37,20
2024-02-07 23:00:00.000 +0000,1,580,37,20
2024-02-08 00:00:00.000 +0000,1,557,37,20
2024-02-08 01:00:00.000 +0000,0,537,39,22
2024-02-08 02:00:00.000 +0000,1,519,39,21
2024-02-08 03:00:00.000 +0000,1,509,39,21
2024-02-08 04:00:00.000 +0000,1,501,40,19
2024-02-08 05:00:00.000 +0000,1,490,38,21
2024-02-08 06:00:00.000 +0000,0,482,38,19
2024-02-08 07:00:00.000 +0000,2,482,38,22
2024-02-08 08:00:00.000 +0000,1,491,38,20
2024-02-08 09:00:00.000 +0000,10,594,41,22
2024-02-08 10:00:00.000 +0000,18,786,41,21
2024-02-08 11:00:00.000 +0000,18,918,42,21
2024-02-08 12:00:00.000 +0000,22,958,42,23
2024-02-08 13:00:00.000 +0000,27,1027,43,24
2024-02-08 14:00:00.000 +0000,16,911,46,22
2024-02-08 15:00:00.000 +0000,14,868,46,24
2024-02-08 16:00:00.000 +0000,7,760,43,24
2024-02-08 17:00:00.000 +0000,3,691,44,24
2024-02-08 18:00:00.000 +0000,2,672,44,21
2024-02-08 19:00:00.000 +0000,2,603,45,21
2024-02-08 20:00:00.000 +0000,2,559,45,21
2024-02-08 21:00:00.000 +0000,1,533,47,20
2024-02-08 22:00:00.000 +0000,1,514,45,20
2024-02-08 23:00:00.000 +0000,0,502,45,20
2024-02-09 00:00:00.000 +0000,1,488,48,20
2024-02-09 01:00:00.000 +0000,1,472,46,22
2024-02-09 02:00:00.000 +0000,1,466,48,22
2024-02-09 03:00:00.000 +0000,1,462,48,20
2024-02-09 04:00:00.000 +0000,0,459,46,22
2024-02-09 05:00:00.000 +0000,0,453,47,19
2024-02-09 06:00:00.000 +0000,1,452,49,19
2024-02-09 07:00:00.000 +0000,1,454,47,22
2024-02-09 08:00:00.000 +0000,3,462,49,22
2024-02-09 09:00:00.000 +0000,12,620,48,20
2024-02-09 10:00:00.000 +0000,18,833,52,20
2024-02-09 11:00:00.000 +0000,25,973,50,21
2024-02-09 12:00:00.000 +0000,22,992,52,23
2024-02-09 13:00:00.000 +0000,18,993,53,23
2024-02-09 14:00:00.000 +0000,16,1039,51,21
2024-02-09 15:00:00.000 +0000,8,967,51,23
2024-02-09 16:00:00.000 +0000,7,887,52,22
2024-02-09 17:00:00.000 +0000,4,760,50,21
2024-02-09 18:00:00.000 +0000,4,680,50,21
2024-02-09 19:00:00.000 +0000,2,627,51,23
2024-02-09 20:00:00.000 +0000,2,589,51,21
2024-02-09 21:00:00.000 +0000,1,569,51,21
2024-02-09 22:00:00.000 +0000,1,548,50,23
2024-02-09 23:00:00.000 +0000,0,533,48,22
2024-02-10 00:00:00.000 +0000,0,524,48,20
2024-02-10 01:00:00.000 +0000,1,514,47,22
2024-02-10 02:00:00.000 +0000,0,508,47,20
2024-02-10 03:00:00.000 +0000,1,504,47,20
2024-02-10 04:00:00.000 +0000,1,502,47,22
2024-02-10 05:00:00.000 +0000,0,497,46,22
2024-02-10 06:00:00.000 +0000,0,498,46,21
2024-02-10 07:00:00.000 +0000,1,499,46,19
2024-02-10 08:00:00.000 +0000,1,501,45,19
2024-02-10 09:00:00.000 +0000,2,510,44,20
2024-02-10 10:00:00.000 +0000,3,526,46,22
2024-02-10 11:00:00.000 +0000,1,544,46,22
2024-02-10 12:00:00.000 +0000,6,551,45,23
2024-02-10 13:00:00.000 +0000,4,585,43,21
