start_time,Occupancy,co2,humidity,temp
2023-09-24 20:00:00.000 +0100,1,403,65,21
2023-09-24 21:00:00.000 +0100,0,402,67,21
2023-09-24 22:00:00.000 +0100,0,404,66,21
2023-09-24 23:00:00.000 +0100,0,403,66,19
2023-09-25 00:00:00.000 +0100,0,401,66,19
2023-09-25 01:00:00.000 +0100,0,402,66,19
2023-09-25 02:00:00.000 +0100,1,402,66,19
2023-09-25 03:00:00.000 +0100,0,401,66,18
2023-09-25 04:00:00.000 +0100,0,402,68,20
2023-09-25 05:00:00.000 +0100,1,409,66,18
2023-09-25 06:00:00.000 +0100,0,414,66,18
2023-09-25 07:00:00.000 +0100,1,416,67,20
2023-09-25 08:00:00.000 +0100,2,414,65,18
2023-09-25 09:00:00.000 +0100,15,727,67,19
2023-09-25 10:00:00.000 +0100,13,1119,70,20
2023-09-25 11:00:00.000 +0100,14,1088,68,22
2023-09-25 12:00:00.000 +0100,11,1006,66,23
2023-09-25 13:00:00.000 +0100,11,838,63,21
2023-09-25 14:00:00.000 +0100,27,809,62,24
2023-09-25 15:00:00.000 +0100,24,837,61,22
2023-09-25 16:00:00.000 +0100,21,711,60,24
2023-09-25 17:00:00.000 +0100,12,559,60,24
2023-09-25 18:00:00.000 +0100,2,467,61,23
2023-09-25 19:00:00.000 +0100,3,442,62,21
2023-09-25 20:00:00.000 +0100,3,434,63,22
2023-09-25 21:00:00.000 +0100,3,432,64,20
2023-09-25 22:00:00.000 +0100,1,437,62,21
2023-09-25 23:00:00.000 +0100,1,446,64,21
2023-09-26 00:00:00.000 +0100,0,442,62,19
2023-09-26 01:00:00.000 +0100,1,435,62,21
2023-09-26 02:00:00.000 +0100,1,429,65,19
2023-09-26 03:00:00.000 +0100,0,421,63,19
2023-09-26 04:00:00.000 +0100,0,421,66,19
2023-09-26 05:00:00.000 +0100,1,418,67,21
2023-09-26 06:00:00.000 +0100,0,418,67,19
2023-09-26 07:00:00.000 +0100,0,420,67,21
2023-09-26 08:00:00.000 +0100,2,418,65,19
2023-09-26 09:00:00.000 +0100,9,677,67,19
2023-09-26 10:00:00.000 +0100,9,986,69,22
2023-09-26 11:00:00.000 +0100,11,946,66,21
2023-09-26 12:00:00.000 +0100,8,781,65,23
2023-09-26 13:00:00.000 +0100,10,821,67,23
2023-09-26 14:00:00.000 +0100,22,696,63,22
2023-09-26 15:00:00.000 +0100,22,672,61,24
2023-09-26 16:00:00.000 +0100,15,624,58,22
2023-09-26 17:00:00.000 +0100,11,607,60,24
2023-09-26 18:00:00.000 +0100,4,596,61,23
2023-09-26 19:00:00.000 +0100,3,494,59,21
2023-09-26 20:00:00.000 +0100,3,459,60,20
2023-09-26 21:00:00.000 +0100,3,443,62,20
2023-09-26 22:00:00.000 +0100,1,440,60,20
2023-09-26 23:00:00.000 +0100,1,441,62,21
2023-09-27 00:00:00.000 +0100,0,437,62,21
2023-09-27 01:00:00.000 +0100,0,436,60,19
2023-09-27 02:00:00.000 +0100,0,436,62,21
2023-09-27 03:00:00.000 +0100,1,439,62,21
2023-09-27 04:00:00.000 +0100,1,443,62,20
2023-09-27 05:00:00.000 +0100,1,445,62,18
2023-09-27 06:00:00.000 +0100,0,443,61,20
2023-09-27 07:00:00.000 +0100,0,439,62,19
2023-09-27 08:00:00.000 +0100,2,438,64,21
2023-09-27 09:00:00.000 +0100,17,620,66,21
2023-09-27 10:00:00.000 +0100,15,770,67,20
2023-09-27 11:00:00.000 +0100,21,886,68,20
2023-09-27 12:00:00.000 +0100,16,901,67,23
2023-09-27 13:00:00.000 +0100,12,766,66,20
2023-09-27 14:00:00.000 +0100,18,874,66,22
2023-09-27 15:00:00.000 +0100,18,947,65,21
2023-09-27 16:00:00.000 +0100,18,922,66,21
2023-09-27 17:00:00.000 +0100,8,846,65,21
2023-09-27 18:00:00.000 +0100,3,738,63,23
2023-09-27 19:00:00.000 +0100,1,615,64,22
2023-09-27 20:00:00.000 +0100,3,533,65,22
2023-09-27 21:00:00.000 +0100,0,480,65,22
2023-09-27 22:00:00.000 +0100,0,449,66,21
2023-09-27 23:00:00.000 +0100,0,439,64,21
2023-09-28 00:00:00.000 +0100,1,426,65,19
2023-09-28 01:00:00.000 +0100,1,415,65,19
2023-09-28 02:00:00.000 +0100,0,411,63,21
2023-09-28 03:00:00.000 +0100,1,410,65,19
2023-09-28 04:00:00.000 +0100,0,405,62,21
2023-09-28 05:00:00.000 +0100,0,405,64,21
2023-09-28 06:00:00.000 +0100,0,404,63,19
2023-09-28 07:00:00.000 +0100,0,407,61,19
2023-09-28 08:00:00.000 +0100,0,410,61,19
2023-09-28 09:00:00.000 +0100,9,576,64,19
2023-09-28 10:00:00.000 +0100,14,926,65,19
2023-09-28 11:00:00.000 +0100,23,1045,64,20
2023-09-28 12:00:00.000 +0100,21,1001,63,20
2023-09-28 13:00:00.000 +0100,26,944,61,21
2023-09-28 14:00:00.000 +0100,19,910,60,23
2023-09-28 15:00:00.000 +0100,23,838,59,23
2023-09-28 16:00:00.000 +0100,15,757,61,23
2023-09-28 17:00:00.000 +0100,6,691,59,21
2023-09-28 18:00:00.000 +0100,6,687,59,21
2023-09-28 19:00:00.000 +0100,3,629,63,23
2023-09-28 20:00:00.000 +0100,3,577,64,22
2023-09-28 21:00:00.000 +0100,2,525,64,20
2023-09-28 22:00:00.000 +0100,1,493,64,20
2023-09-28 23:00:00.000 +0100,0,473,64,20
2023-09-29 00:00:00.000 +0100,1,447,63,20
2023-09-29 01:00:00.000 +0100,1,430,63,21
2023-09-29 02:00:00.000 +0100,0,427,63,19
2023-09-29 03:00:00.000 +0100,1,427,63,21
2023-09-29 04:00:00.000 +0100,1,419,64,21
2023-09-29 05:00:00.000 +0100,1,412,64,18
2023-09-29 06:00:00.000 +0100,0,413,65,18
2023-09-29 07:00:00.000 +0100,0,410,62,20
2023-09-29 08:00:00.000 +0100,2,411,64,20
2023-09-29 09:00:00.000 +0100,23,588,64,20
2023-09-29 10:00:00.000 +0100,26,949,66,19
2023-09-29 11:00:00.000 +0100,21,1007,65,21
2023-09-29 12:00:00.000 +0100,18,834,64,20
2023-09-29 13:00:00.000 +0100,16,710,62,22
2023-09-29 14:00:00.000 +0100,16,719,61,22
2023-09-29 15:00:00.000 +0100,16,679,58,23
2023-09-29 16:00:00.000 +0100,10,593,58,20
2023-09-29 17:00:00.000 +0100,3,508,59,20
2023-09-29 18:00:00.000 +0100,3,475,59,20
2023-09-29 19:00:00.000 +0100,3,456,58,22
2023-09-29 20:00:00.000 +0100,3,444,60,19
2023-09-29 21:00:00.000 +0100,3,441,59,21
2023-09-29 22:00:00.000 +0100,1,439,61,21
2023-09-29 23:00:00.000 +0100,1,443,61,19
2023-09-30 00:00:00.000 +0100,0,444,60,19
2023-09-30 01:00:00.000 +0100,1,442,60,21
2023-09-30 02:00:00.000 +0100,1,444,62,20
2023-09-30 03:00:00.000 +0100,0,447,62,18
2023-09-30 04:00:00.000 +0100,0,447,60,18
2023-09-30 05:00:00.000 +0100,0,450,61,18
2023-09-30 06:00:00.000 +0100,0,450,61,17
2023-09-30 07:00:00.000 +0100,0,453,61,19
2023-09-30 08:00:00.000 +0100,1,453,63,19
2023-09-30 09:00:00.000 +0100,0,449,64,19
2023-09-30 10:00:00.000 +0100,1,445,63,19
2023-09-30 11:00:00.000 +0100,1,434,66,19
2023-09-30 12:00:00.000 +0100,1,428,66,20
2023-09-30 13:00:00.000 +0100,0,419,63,18
2023-09-30 14:00:00.000 +0100,0,413,65,20
2023-09-30 15:00:00.000 +0100,1,412,63,18
2023-09-30 16:00:00.000 +0100,1,413,63,18
2023-09-30 17:00:00.000 +0100,1,406,65,20
2023-09-30 18:00:00.000 +0100,1,407,63,18
2023-09-30 19:00:00.000 +0100,1,405,66,20
2023-09-30 20:00:00.000 +0100,1,402,67,18
2023-09-30 21:00:00.000 +0100,1,404,68,18
2023-09-30 22:00:00.000 +0100,0,401,66,20
2023-09-30 23:00:00.000 +0100,1,405,66,18
2023-10-01 00:00:00.000 +0100,0,402,67,20
2023-10-01 01:00:00.000 +0100,1,403,67,20
2023-10-01 02:00:00.000 +0100,0,402,69,20
2023-10-01 03:00:00.000 +0100,1,409,67,19
2023-10-01 04:00:00.000 +0100,0,408,70,19
2023-10-01 05:00:00.000 +0100,0,408,70,21
2023-10-01 06:00:00.000 +0100,0,409,68,19
2023-10-01 07:00:00.000 +0100,0,406,69,19
2023-10-01 08:00:00.000 +0100,1,414,71,19
2023-10-01 09:00:00.000 +0100,1,412,69,19
2023-10-01 10:00:00.000 +0100,2,432,72,21
2023-10-01 11:00:00.000 +0100,2,458,70,21
2023-10-01 12:00:00.000 +0100,0,470,70,21
2023-10-01 13:00:00.000 +0100,2,477,70,21
2023-10-01 14:00:00.000 +0100,0,479,70,21
2023-10-01 15:00:00.000 +0100,0,473,72,21
2023-10-01 16:00:00.000 +0100,2,457,70,19
2023-10-01 17:00:00.000 +0100,2,447,70,19
2023-10-01 18:00:00.000 +0100,0,435,73,19
2023-10-01 19:00:00.000 +0100,2,429,71,21
2023-10-01 20:00:00.000 +0100,2,422,71,21
2023-10-01 21:00:00.000 +0100,2,414,71,19
2023-10-01 22:00:00.000 +0100,0,414,73,19
2023-10-01 23:00:00.000 +0100,0,413,73,21
2023-10-02 00:00:00.000 +0100,0,414,73,19
2023-10-02 01:00:00.000 +0100,1,412,71,19
2023-10-02 02:00:00.000 +0100,1,412,73,19
2023-10-02 03:00:00.000 +0100,1,412,73,19
2023-10-02 04:00:00.000 +0100,1,410,72,21
2023-10-02 05:00:00.000 +0100,0,414,72,19
2023-10-02 06:00:00.000 +0100,0,416,72,21
2023-10-02 07:00:00.000 +0100,0,431,71,18
2023-10-02 08:00:00.000 +0100,0,438,69,20
2023-10-02 09:00:00.000 +0100,15,772,72,19
2023-10-02 10:00:00.000 +0100,27,1180,73,20
2023-10-02 11:00:00.000 +0100,33,1247,72,20
2023-10-02 12:00:00.000 +0100,15,1122,69,21
2023-10-02 13:00:00.000 +0100,26,1068,68,21
2023-10-02 14:00:00.000 +0100,26,1023,68,21
2023-10-02 15:00:00.000 +0100,22,1031,70,23
2023-10-02 16:00:00.000 +0100,21,988,70,24
2023-10-02 17:00:00.000 +0100,5,679,69,23
2023-10-02 18:00:00.000 +0100,1,510,69,21
2023-10-02 19:00:00.000 +0100,1,451,67,20
2023-10-02 20:00:00.000 +0100,1,427,69,22
2023-10-02 21:00:00.000 +0100,1,421,67,20
2023-10-02 22:00:00.000 +0100,0,416,66,21
2023-10-02 23:00:00.000 +0100,1,410,68,21
2023-10-03 00:00:00.000 +0100,1,407,68,19
2023-10-03 01:00:00.000 +0100,0,409,66,19
2023-10-03 02:00:00.000 +0100,0,407,66,19
2023-10-03 03:00:00.000 +0100,1,409,67,19
2023-10-03 04:00:00.000 +0100,0,407,66,20
2023-10-03 05:00:00.000 +0100,0,411,66,18
2023-10-03 06:00:00.000 +0100,0,416,63,20
2023-10-03 07:00:00.000 +0100,1,427,63,20
2023-10-03 08:00:00.000 +0100,0,431,64,20
2023-10-03 09:00:00.000 +0100,21,673,64,18
2023-10-03 10:00:00.000 +0100,27,1028,68,21
2023-10-03 11:00:00.000 +0100,27,1150,67,22
2023-10-03 12:00:00.000 +0100,22,1050,63,22
2023-10-03 13:00:00.000 +0100,23,894,60,22
2023-10-03 14:00:00.000 +0100,11,858,59,21
2023-10-03 15:00:00.000 +0100,12,877,57,21
2023-10-03 16:00:00.000 +0100,8,768,58,23
2023-10-03 17:00:00.000 +0100,17,743,57,21
2023-10-03 18:00:00.000 +0100,7,755,59,21
2023-10-03 19:00:00.000 +0100,1,677,58,22
2023-10-03 20:00:00.000 +0100,1,575,60,20
2023-10-03 21:00:00.000 +0100,3,524,61,20
2023-10-03 22:00:00.000 +0100,1,495,59,21
2023-10-03 23:00:00.000 +0100,1,481,59,21
2023-10-04 00:00:00.000 +0100,0,467,61,21
2023-10-04 01:00:00.000 +0100,1,453,61,19
2023-10-04 02:00:00.000 +0100,0,444,59,19
2023-10-04 03:00:00.000 +0100,0,434,59,21
2023-10-04 04:00:00.000 +0100,1,426,61,21
2023-10-04 05:00:00.000 +0100,1,422,60,19
2023-10-04 06:00:00.000 +0100,0,426,60,21
2023-10-04 07:00:00.000 +0100,0,432,62,19
2023-10-04 08:00:00.000 +0100,2,436,60,19
2023-10-04 09:00:00.000 +0100,7,702,62,19
2023-10-04 10:00:00.000 +0100,14,994,63,19
2023-10-04 11:00:00.000 +0100,20,934,64,22
2023-10-04 12:00:00.000 +0100,15,936,61,22
2023-10-04 13:00:00.000 +0100,16,770,61,20
2023-10-04 14:00:00.000 +0100,19,836,60,20
2023-10-04 15:00:00.000 +0100,18,787,59,21
2023-10-04 16:00:00.000 +0100,12,792,58,23
2023-10-04 17:00:00.000 +0100,8,771,58,21
2023-10-04 18:00:00.000 +0100,3,714,58,20
2023-10-04 19:00:00.000 +0100,2,649,58,20
2023-10-04 20:00:00.000 +0100,0,575,57,22
2023-10-04 21:00:00.000 +0100,0,533,59,22
2023-10-04 22:00:00.000 +0100,0,512,59,20
2023-10-04 23:00:00.000 +0100,0,496,58,19
2023-10-05 00:00:00.000 +0100,0,479,58,21
2023-10-05 01:00:00.000 +0100,0,463,60,19
2023-10-05 02:00:00.000 +0100,1,452,59,19
2023-10-05 03:00:00.000 +0100,1,443,59,21
2023-10-05 04:00:00.000 +0100,1,435,60,19
2023-10-05 05:00:00.000 +0100,0,429,60,21
2023-10-05 06:00:00.000 +0100,0,426,60,19
2023-10-05 07:00:00.000 +0100,1,425,61,21
2023-10-05 08:00:00.000 +0100,3,425,61,19
2023-10-05 09:00:00.000 +0100,17,567,64,19
2023-10-05 10:00:00.000 +0100,25,862,64,20
2023-10-05 11:00:00.000 +0100,27,983,62,20
2023-10-05 12:00:00.000 +0100,22,954,61,20
2023-10-05 13:00:00.000 +0100,28,894,60,21
2023-10-05 14:00:00.000 +0100,23,849,58,23
2023-10-05 15:00:00.000 +0100,19,763,59,21
2023-10-05 16:00:00.000 +0100,13,663,55,23
2023-10-05 17:00:00.000 +0100,5,601,57,23
2023-10-05 18:00:00.000 +0100,3,600,58,21
2023-10-05 19:00:00.000 +0100,3,566,57,20
2023-10-05 20:00:00.000 +0100,3,513,58,20
2023-10-05 21:00:00.000 +0100,2,480,60,22
2023-10-05 22:00:00.000 +0100,1,456,61,20
2023-10-05 23:00:00.000 +0100,0,451,59,22
2023-10-06 00:00:00.000 +0100,0,439,59,20
2023-10-06 01:00:00.000 +0100,1,428,59,19
2023-10-06 02:00:00.000 +0100,1,424,59,19
2023-10-06 03:00:00.000 +0100,0,421,62,21
2023-10-06 04:00:00.000 +0100,1,420,62,21
2023-10-06 05:00:00.000 +0100,0,415,63,19
2023-10-06 06:00:00.000 +0100,0,408,63,19
2023-10-06 07:00:00.000 +0100,1,414,64,19
2023-10-06 08:00:00.000 +0100,0,413,62,19
2023-10-06 09:00:00.000 +0100,13,615,63,19
2023-10-06 10:00:00.000 +0100,12,786,66,22
2023-10-06 11:00:00.000 +0100,13,755,66,20
2023-10-06 12:00:00.000 +0100,15,751,65,21
2023-10-06 13:00:00.000 +0100,18,665,62,21
2023-10-06 14:00:00.000 +0100,16,679,63,21
2023-10-06 15:00:00.000 +0100,16,622,60,24
2023-10-06 16:00:00.000 +0100,8,569,61,21
2023-10-06 17:00:00.000 +0100,2,476,58,21
2023-10-06 18:00:00.000 +0100,0,453,58,23
2023-10-06 19:00:00.000 +0100,2,441,59,22
2023-10-06 20:00:00.000 +0100,0,430,60,22
2023-10-06 21:00:00.000 +0100,0,426,60,20
2023-10-06 22:00:00.000 +0100,1,419,60,20
2023-10-06 23:00:00.000 +0100,0,416,60,22
2023-10-07 00:00:00.000 +0100,0,415,60,20
2023-10-07 01:00:00.000 +0100,0,414,60,22
2023-10-07 02:00:00.000 +0100,1,412,63,20
2023-10-07 03:00:00.000 +0100,1,412,61,20
2023-10-07 04:00:00.000 +0100,1,413,61,22
2023-10-07 05:00:00.000 +0100,0,417,61,22
2023-10-07 06:00:00.000 +0100,0,417,61,22
2023-10-07 07:00:00.000 +0100,1,414,61,22
2023-10-07 08:00:00.000 +0100,1,411,62,20
2023-10-07 09:00:00.000 +0100,2,418,62,20
2023-10-07 10:00:00.000 +0100,2,433,64,20
2023-10-07 11:00:00.000 +0100,10,545,63,22
2023-10-07 12:00:00.000 +0100,4,726,66,21
2023-10-07 13:00:00.000 +0100,2,575,65,21
2023-10-07 14:00:00.000 +0100,3,596,63,23
2023-10-07 15:00:00.000 +0100,0,570,63,23
2023-10-07 16:00:00.000 +0100,2,522,64,22
2023-10-07 17:00:00.000 +0100,2,480,61,22
2023-10-07 18:00:00.000 +0100,0,453,62,23
2023-10-07 19:00:00.000 +0100,2,432,59,23
2023-10-07 20:00:00.000 +0100,2,418,59,21
2023-10-07 21:00:00.000 +0100,0,415,59,23
2023-10-07 22:00:00.000 +0100,0,418,61,21
2023-10-07 23:00:00.000 +0100,1,423,59,23
2023-10-08 00:00:00.000 +0100,1,425,58,20
2023-10-08 01:00:00.000 +0100,1,433,60,20
2023-10-08 02:00:00.000 +0100,1,432,58,22
2023-10-08 03:00:00.000 +0100,1,435,59,22
2023-10-08 04:00:00.000 +0100,1,442,59,21
2023-10-08 05:00:00.000 +0100,0,442,59,21
2023-10-08 06:00:00.000 +0100,1,444,59,21
2023-10-08 07:00:00.000 +0100,0,441,59,19
2023-10-08 08:00:00.000 +0100,1,440,59,21
2023-10-08 09:00:00.000 +0100,0,443,59,21
2023-10-08 10:00:00.000 +0100,3,482,58,19
2023-10-08 11:00:00.000 +0100,3,530,58,19
2023-10-08 12:00:00.000 +0100,1,562,58,22
2023-10-08 13:00:00.000 +0100,3,600,60,22
2023-10-08 14:00:00.000 +0100,1,565,58,21
2023-10-08 15:00:00.000 +0100,3,514,58,21
2023-10-08 16:00:00.000 +0100,0,469,55,21
2023-10-08 17:00:00.000 +0100,2,454,56,21
2023-10-08 18:00:00.000 +0100,2,443,54,23
2023-10-08 19:00:00.000 +0100,2,441,55,23
2023-10-08 20:00:00.000 +0100,0,440,56,23
2023-10-08 21:00:00.000 +0100,2,440,58,20
2023-10-08 22:00:00.000 +0100,1,444,56,22
2023-10-08 23:00:00.000 +0100,1,447,58,20
2023-10-09 00:00:00.000 +0100,0,446,55,22
2023-10-09 01:00:00.000 +0100,1,441,55,22
2023-10-09 02:00:00.000 +0100,1,437,56,21
2023-10-09 03:00:00.000 +0100,0,438,58,21
2023-10-09 04:00:00.000 +0100,1,427,60,19
2023-10-09 05:00:00.000 +0100,0,420,61,21
2023-10-09 06:00:00.000 +0100,1,416,60,21
2023-10-09 07:00:00.000 +0100,1,419,60,21
2023-10-09 08:00:00.000 +0100,0,419,60,21
2023-10-09 09:00:00.000 +0100,27,700,62,21
2023-10-09 10:00:00.000 +0100,23,1087,66,22
2023-10-09 11:00:00.000 +0100,26,1184,64,23
2023-10-09 12:00:00.000 +0100,14,1026,66,23
